################################################################################
# Copyright (c) 2004-2007 by Tensilica Inc.  ALL RIGHTS RESERVED.              #
# These coded instructions, statements, and computer programs are the          #
# copyrighted works and confidential proprietary information of Tensilica Inc. #
# They may not be modified, copied, reproduced, distributed, or disclosed to   #
# third parties in any manner, medium, or form, in whole or in part, without   #
# the prior written consent of Tensilica Inc.                                  #
################################################################################
# Tech     OpCond    Mem    Words Bits  Mux     Pcr     Pcw     Pci      Pa      Pd       Pleak       Area
130g       Typical   ram      512   20    4  30.047  30.632   0.574   0.596   0.115       6.218   82969.99
130g       Typical   ram      512   21    4  30.913  31.544   0.591   0.613   0.113       6.388   85685.53
130g       Typical   ram      512   22    4  31.780  32.455   0.609   0.631   0.111       6.558   87971.45
130g       Typical   ram      512   23    4  32.646  33.367   0.626   0.649   0.109       6.727   90257.37
130g       Typical   ram      512   24    4  33.513  34.279   0.643   0.667   0.107       6.897   92543.29
130g       Typical   ram      512   25    4  34.380  35.191   0.660   0.684   0.106       7.067   95492.49
130g       Typical   ram      512   26    4  35.246  36.103   0.677   0.702   0.104       7.237   97945.76
130g       Typical   ram      512   27    4  36.113  37.015   0.694   0.720   0.103       7.407  100469.80
130g       Typical   ram      512   28    4  36.979  37.926   0.711   0.737   0.102       7.576  102828.36
130g       Typical   ram      512   32    4  40.445  41.574   0.780   0.808   0.097       8.256  113110.63
130g       Typical   ram      512   64    4  68.176  70.752   1.327   1.376   0.083      13.690  197399.03
130g       Typical   ram      512  128    4 124.552 130.187   2.441   2.531   0.076      24.558  394790.58
130g       Typical   ram     1024    4   16  15.199  14.347   0.269   0.251   0.269       2.851   43855.47
130g       Typical   ram     1024    8    8  21.432  20.728   0.389   0.363   0.194       4.921   66861.14
130g       Typical   ram     1024   12    8  25.996  25.300   0.474   0.443   0.158       5.970   84302.86
130g       Typical   ram     1024   16    8  30.560  29.871   0.560   0.523   0.140       7.020  101744.58
130g       Typical   ram     1024   17    8  31.701  31.014   0.582   0.543   0.137       7.282  106300.69
130g       Typical   ram     1024   18    8  32.842  32.157   0.603   0.563   0.134       7.545  110465.44
130g       Typical   ram     1024   19    8  33.983  33.300   0.624   0.583   0.131       7.807  115021.55
130g       Typical   ram     1024   20    8  35.124  34.443   0.646   0.603   0.129       8.069  119386.61
130g       Typical   ram     1024   21    8  36.265  35.586   0.667   0.623   0.127       8.332  124166.41
130g       Typical   ram     1024   22    8  37.406  36.729   0.689   0.643   0.125       8.594  128583.12
130g       Typical   ram     1024   23    8  38.547  37.872   0.710   0.663   0.123       8.857  133382.94
130g       Typical   ram     1024   24    8  39.687  39.015   0.732   0.683   0.122       9.119  137657.42
130g       Typical   ram     1024   25    8  40.828  40.158   0.753   0.703   0.120       9.381  142636.58
130g       Typical   ram     1024   26    8  41.969  41.301   0.774   0.723   0.119       9.644  146913.05
130g       Typical   ram     1024   27    4  43.026  46.324   0.869   0.811   0.129      11.956  165615.50
130g       Typical   ram     1024   28    4  43.915  47.330   0.887   0.828   0.127      12.213  169847.11
130g       Typical   ram     1024   32    4  47.468  51.352   0.963   0.899   0.120      13.242  186367.08
130g       Typical   ram     1024   64    4  75.899  83.531   1.566   1.462   0.098      21.467  322674.27
130g       Typical   ram     1024  128    4 132.928 153.501   2.878   2.686   0.090      37.919  639392.03
130g       Typical   ram     2048    4   16  18.871  18.189   0.341   0.289   0.341       4.646   66861.14
130g       Typical   ram     2048    8   16  25.379  24.618   0.462   0.392   0.231       6.470  101744.58
130g       Typical   ram     2048   12   16  31.887  31.047   0.582   0.494   0.194       8.294  136628.01
130g       Typical   ram     2048   16    8  37.787  38.423   0.720   0.611   0.180      12.006  172984.41
130g       Typical   ram     2048   17    8  38.965  39.715   0.745   0.632   0.175      12.443  181094.18
130g       Typical   ram     2048   18    8  40.142  41.007   0.769   0.652   0.171      12.879  188399.72
130g       Typical   ram     2048   19    8  41.319  42.298   0.793   0.673   0.167      13.316  196643.40
130g       Typical   ram     2048   20    8  42.497  43.590   0.817   0.693   0.163      13.753  203852.72
130g       Typical   ram     2048   21    8  43.674  44.882   0.842   0.714   0.160      14.190  212111.22
130g       Typical   ram     2048   22    8  44.852  46.174   0.866   0.735   0.157      14.627  219330.92
130g       Typical   ram     2048   23    8  46.029  47.465   0.890   0.755   0.155      15.064  227603.47
130g       Typical   ram     2048   24    8  47.207  48.757   0.914   0.776   0.152      15.501  234833.32
130g       Typical   ram     2048   25    8  48.384  50.049   0.938   0.796   0.150      15.938  243146.73
130g       Typical   ram     2048   26    8  49.561  51.341   0.963   0.817   0.148      16.375  250374.39
130g       Typical   ram     2048   27    8  50.739  52.632   0.987   0.837   0.146      16.811  258700.89
130g       Typical   ram     2048   28    8  51.916  53.924   1.011   0.858   0.144      17.248  266112.21
130g       Typical   ram     2048   32    8  56.626  59.091   1.108   0.940   0.138      18.996  297374.94
130g       Typical   ram     2048   64    4  92.594 118.069   2.214   1.878   0.138      37.023  589825.52
130g       Typical   ram     2048  128    4 152.466 203.612   3.818   3.239   0.119      64.642 1134593.37
130g       Typical   ram     4096    4   16  25.774  25.231   0.473   0.368   0.473       8.236  112872.49
130g       Typical   ram     4096    8   16  32.688  32.482   0.609   0.474   0.305      11.456  171761.40
130g       Typical   ram     4096   12   16  39.601  39.734   0.745   0.579   0.248      14.676  232401.70
130g       Typical   ram     4096   16   16  46.515  46.985   0.881   0.685   0.220      17.896  293875.78
130g       Typical   ram     4096   20   16  53.586  54.408   1.020   0.793   0.204      21.116  355575.38
130g       Typical   ram     4096   24   16  60.656  61.831   1.159   0.902   0.193      24.336  417395.19
130g       Typical   ram     4096   28   16  67.726  69.254   1.299   1.010   0.186      27.556  479827.08
130g       Typical   ram     4096   32    8  74.294  84.174   1.578   1.228   0.197      34.551  549013.65
130g       Typical   ram     4096   64    8 116.414 136.874   2.566   1.996   0.160      59.699 1042132.45
130g       Typical   ram     4096  128    4 185.673 303.340   5.688   4.424   0.178     118.087 2201811.51
130g       Typical   ram     8192    4   16  41.738  42.409   0.795   0.571   0.795      15.415  208508.27
130g       Typical   ram     8192    8   16  49.314  51.176   0.960   0.689   0.480      21.427  319099.98
130g       Typical   ram     8192   12   16  56.891  59.942   1.124   0.807   0.375      27.439  430616.38
130g       Typical   ram     8192   16   16  64.467  68.709   1.288   0.925   0.322      33.451  541939.42
130g       Typical   ram     8192   20   16  72.551  77.902   1.461   1.049   0.292      39.463  654708.20
130g       Typical   ram     8192   24   16  80.636  87.096   1.633   1.172   0.272      45.475  767778.72
130g       Typical   ram     8192   28   16  88.720  96.289   1.805   1.296   0.258      51.486  881297.92
130g       Typical   ram     8192   32   16  96.804 105.483   1.978   1.420   0.247      57.498  994868.46
130g       Typical   ram     8192   64    8 153.816 205.469   3.853   2.766   0.241     113.144 2036460.82
130g       Typical   ram    16384    4   16  68.391  70.666   1.325   0.883   1.325      29.775  413048.72
130g       Typical   ram    16384    8   16  78.393  82.994   1.556   1.037   0.778      41.371  625927.27
130g       Typical   ram    16384   12   16  88.396  95.321   1.787   1.192   0.596      52.966  839306.68
130g       Typical   ram    16384   16   16  98.398 107.648   2.018   1.346   0.505      64.562 1053351.96
130g       Typical   ram    16384   20   16 108.267 120.895   2.267   1.511   0.453      76.157 1279596.78
130g       Typical   ram    16384   24   16 118.135 134.142   2.515   1.677   0.419      87.753 1526221.14
130g       Typical   ram    16384   28   16 128.004 147.390   2.764   1.842   0.395      99.348 1744167.20
130g       Typical   ram    16384   32   16 137.872 160.637   3.012   2.008   0.376     110.944 1991919.75
130g       Worst     ram       16    4    4   7.012   7.065   0.132   0.309   0.132       6.167   17544.76
130g       Worst     ram       16    8    4   9.725   9.424   0.177   0.412   0.088       7.601   21304.24
130g       Worst     ram       16   12    4  12.438  11.782   0.221   0.515   0.074       9.034   25063.71
130g       Worst     ram       16   16    4  15.152  14.140   0.265   0.619   0.066      10.468   28823.19
130g       Worst     ram       16   17    4  15.830  14.729   0.276   0.644   0.065      10.826   29889.60
130g       Worst     ram       16   18    4  16.502  15.313   0.288   0.672   0.064      11.185   30787.29
130g       Worst     ram       16   19    4  17.174  15.896   0.300   0.699   0.063      11.543   31684.98
130g       Worst     ram       16   20    4  17.847  16.480   0.311   0.726   0.062      11.901   32582.67
130g       Worst     ram       16   21    4  18.519  17.063   0.323   0.754   0.061      12.260   33649.07
130g       Worst     ram       16   22    4  19.191  17.646   0.335   0.781   0.060      12.618   34546.76
130g       Worst     ram       16   23    4  19.863  18.230   0.346   0.808   0.060      12.976   35444.45
130g       Worst     ram       16   24    4  20.535  18.813   0.358   0.836   0.059      13.335   36342.14
130g       Worst     ram       16   25    4  21.207  19.396   0.370   0.863   0.058      13.693   37408.55
130g       Worst     ram       16   26    4  21.879  19.979   0.382   0.890   0.058      14.052   38306.24
130g       Worst     ram       16   27    4  22.551  20.563   0.393   0.918   0.057      14.410   39203.93
130g       Worst     ram       16   28    4  23.223  21.146   0.405   0.945   0.057      14.768   40101.62
130g       Worst     ram       16   32    4  25.911  23.479   0.452   1.055   0.055      16.202   43861.10
130g       Worst     ram       16   64    4  47.417  42.144   0.827   1.930   0.050      27.669   78001.50
130g       Worst     ram       16  128    4  90.238  84.138   1.578   3.681   0.049      50.605  155254.20
130g       Worst     ram       32    4    4   7.188   7.255   0.136   0.254   0.136       6.794   18419.98
130g       Worst     ram       32    8    4   9.900   9.624   0.180   0.337   0.090       8.266   22367.00
130g       Worst     ram       32   12    4  12.612  11.992   0.225   0.420   0.075       9.738   26314.02
130g       Worst     ram       32   16    4  15.324  14.361   0.269   0.503   0.067      11.210   30261.04
130g       Worst     ram       32   17    4  16.002  14.954   0.280   0.523   0.066      11.578   31380.65
130g       Worst     ram       32   18    4  16.680  15.546   0.291   0.544   0.065      11.946   32323.12
130g       Worst     ram       32   19    4  17.357  16.137   0.303   0.565   0.064      12.314   33265.59
130g       Worst     ram       32   20    4  18.029  16.723   0.314   0.587   0.063      12.682   34208.06
130g       Worst     ram       32   21    4  18.701  17.310   0.326   0.609   0.062      13.051   35327.67
130g       Worst     ram       32   22    4  19.373  17.896   0.338   0.631   0.061      13.419   36270.14
130g       Worst     ram       32   23    4  20.046  18.483   0.350   0.653   0.060      13.787   37212.61
130g       Worst     ram       32   24    4  20.718  19.069   0.361   0.675   0.060      14.155   38155.08
130g       Worst     ram       32   25    4  21.390  19.656   0.373   0.696   0.059      14.523   39274.69
130g       Worst     ram       32   26    4  22.062  20.242   0.385   0.718   0.059      14.891   40217.16
130g       Worst     ram       32   27    4  22.735  20.828   0.397   0.740   0.058      15.259   41159.63
130g       Worst     ram       32   28    4  23.407  21.415   0.408   0.762   0.058      15.627   42102.10
130g       Worst     ram       32   32    4  26.096  23.761   0.455   0.850   0.056      17.099   46049.12
130g       Worst     ram       32   64    4  47.607  42.527   0.830   1.550   0.050      28.877   81760.10
130g       Worst     ram       32  128    4  90.360  84.657   1.587   2.963   0.050      52.433  162142.95
130g       Worst     ram       64    4    4   7.539   7.633   0.143   0.223   0.143       8.046   20170.44
130g       Worst     ram       64    8    4  10.249  10.023   0.188   0.292   0.094       9.595   24492.54
130g       Worst     ram       64   12    4  12.959  12.414   0.233   0.362   0.078      11.145   28814.65
130g       Worst     ram       64   16    4  15.669  14.805   0.278   0.432   0.069      12.695   33136.75
130g       Worst     ram       64   17    4  16.346  15.403   0.289   0.449   0.068      13.082   34362.75
130g       Worst     ram       64   18    4  17.024  16.000   0.300   0.467   0.067      13.470   35394.79
130g       Worst     ram       64   19    4  17.701  16.598   0.311   0.484   0.066      13.857   36426.82
130g       Worst     ram       64   20    4  18.379  17.196   0.322   0.502   0.064      14.245   37458.86
130g       Worst     ram       64   21    4  19.056  17.793   0.334   0.519   0.064      14.632   38684.86
130g       Worst     ram       64   22    4  19.734  18.391   0.345   0.536   0.063      15.020   39716.89
130g       Worst     ram       64   23    4  20.411  18.989   0.356   0.554   0.062      15.407   40748.93
130g       Worst     ram       64   24    4  21.084  19.582   0.368   0.572   0.061      15.795   41780.97
130g       Worst     ram       64   25    4  21.757  20.174   0.379   0.590   0.061      16.182   43006.96
130g       Worst     ram       64   26    4  22.429  20.767   0.391   0.609   0.060      16.570   44039.00
130g       Worst     ram       64   27    4  23.102  21.360   0.403   0.627   0.059      16.957   45071.04
130g       Worst     ram       64   28    4  23.775  21.953   0.415   0.645   0.059      17.344   46103.07
130g       Worst     ram       64   32    4  26.465  24.324   0.462   0.718   0.057      18.894   50425.18
130g       Worst     ram       64   64    4  47.988  43.293   0.837   1.302   0.051      31.293   89299.04
130g       Worst     ram       64  128    4  90.603  85.695   1.607   2.499   0.050      56.089  176012.93
130g       Worst     ram      128    4    4   8.242   8.389   0.157   0.210   0.157      10.550   23671.34
130g       Worst     ram      128    8    4  10.947  10.823   0.203   0.271   0.101      12.255   28743.62
130g       Worst     ram      128   12    4  13.653  13.258   0.249   0.331   0.083      13.960   33815.90
130g       Worst     ram      128   16    4  16.359  15.692   0.294   0.392   0.074      15.665   38888.17
130g       Worst     ram      128   17    4  17.035  16.300   0.306   0.408   0.072      16.091   40326.96
130g       Worst     ram      128   18    4  17.712  16.909   0.317   0.423   0.070      16.517   41538.13
